Basin.id,Basin.type,Basin.flowgroup,Basin.lon,Basin.lat,Sampling.date,Pupae.abund,Pupae.pres,Treatment.status,Methoprene.fail,Rainfall,pH,Temp.C,Cond,DO,Sal
43,separated,MinerEvanstonRammer,-87.95384,42.082057,6/18/21,0,0,pre_treatment,NA,0.21,6.73,22.2,0.065,0.15,0
44,separated,MinerEvanstonRammer,-87.953765,42.082044,6/18/21,0,0,pre_treatment,NA,0.21,6.63,22.1,0.078,0.14,0
45,separated,MinerEvanstonRammer,-87.953832,42.083042,6/18/21,8,1,pre_treatment,NA,0.21,6.92,22,0.072,0.15,0
46,separated,MinerEvanstonRammer,-87.953746,42.083024,6/18/21,0,0,pre_treatment,NA,0.21,6.32,22.3,0.131,0.3,0
47,separated,MinerEvanstonRammer,-87.954378,42.084479,6/18/21,0,0,pre_treatment,NA,0.21,6.68,23.3,0.155,0.11,0
48,separated,MinerEvanstonRammer,-87.954381,42.084463,6/18/21,6,1,pre_treatment,NA,0.21,6.69,22.6,0.079,0.14,0
49,separated,MinerEvanstonRammer,-87.953833,42.084031,6/18/21,0,0,pre_treatment,NA,0.21,6.86,22.3,0.058,0.14,0
50,separated,MinerEvanstonRammer,-87.953712,42.084027,6/18/21,0,0,pre_treatment,NA,0.21,6.65,21.6,0.076,0.15,0
51,separated,MinerEvanstonRammer,-87.953743,42.084108,6/18/21,0,0,pre_treatment,NA,0.21,6.88,21.8,0.085,0.2,0
52,separated,MinerEvanstonRammer,-87.952483,42.08413,6/18/21,0,0,pre_treatment,NA,0.21,6.7,21.9,0.123,0.16,0
53,separated,MinerEvanstonRammer,-87.952659,42.083495,6/18/21,0,0,pre_treatment,NA,0.21,6.66,22.2,0.138,0.18,0
54,separated,MinerEvanstonRammer,-87.95254,42.083501,6/18/21,0,0,pre_treatment,NA,0.21,6.92,22.1,0.078,0.18,0
55,separated,MinerEvanstonRammer,-87.952665,42.081681,6/18/21,0,0,pre_treatment,NA,0.21,6.84,22.1,0.111,0.2,0
56,separated,MinerEvanstonRammer,-87.952544,42.081668,6/18/21,0,0,pre_treatment,NA,0.21,6.95,22.8,0.118,0.28,0
57,separated,MinerEvanstonRammer,-87.952664,42.083969,6/18/21,3,1,pre_treatment,NA,0.21,6.7,21.5,0.121,0.19,0
58,separated,DonaldBanta,-87.957397,42.082795,6/18/21,1,1,pre_treatment,NA,0.21,6.64,21.4,0.17,0.15,0
60,separated,MinerEvanstonRammer,-87.954944,42.084451,6/18/21,14,1,pre_treatment,NA,0.21,6.74,22.8,0.085,0.16,0
61,combined,Stratford,-87.96229318,42.08061185,6/18/21,1,1,recently_treated,0,0.21,7.75,21.3,0.137,0.88,0
62,combined,Stratford,-87.9622283,42.08059342,6/18/21,0,0,recently_treated,0,0.21,7.04,21.6,0.365,1.11,0.01
63,combined,Stratford,-87.96231902,42.07995083,6/18/21,0,0,recently_treated,0,0.21,6.91,21.8,0.06,0.17,0
64,combined,Stratford,-87.96222278,42.07996232,6/18/21,NA,NA,recently_treated,NA,0.21,NA,NA,NA,NA,NA
65,combined,Stratford,-87.9623084,42.0791431,6/18/21,0,0,recently_treated,0,0.21,5.87,22,0.191,0.46,0
66,combined,Stratford,-87.96220848,42.07914033,6/18/21,0,0,recently_treated,0,0.21,5.96,22.1,0.266,0.6,0.01
67,combined,Gibbons,-87.96121885,42.07906305,6/18/21,0,0,recently_treated,0,0.21,6.06,21.9,0.068,0.23,0
68,combined,Stratford,-87.96220773,42.07905157,6/18/21,4,1,recently_treated,1,0.21,6.24,21.6,0.074,0.31,0
69,combined,Stratford,-87.96231615,42.0790679,6/18/21,0,0,recently_treated,0,0.21,6.52,21.6,0.061,0.33,0
70,combined,Gibbons,-87.96128735,42.07727365,6/18/21,0,0,recently_treated,0,0.21,6.62,21.5,0.16,0.88,0
71,combined,Gibbons,-87.96118708,42.07722598,6/18/21,0,0,recently_treated,0,0.21,6.71,20.5,0.109,0.21,0
72,combined,Gibbons,-87.96116213,42.0793045,6/18/21,0,0,recently_treated,0,0.21,6.12,21.6,0.084,0.24,0
73,combined,Stratford,-87.96217608,42.07733793,6/18/21,0,0,recently_treated,1,0.21,5.97,22,0.319,0.27,0.01
74,combined,Stratford,-87.96222302,42.07735468,6/18/21,5,1,recently_treated,1,0.21,5.81,22.4,0.079,0.12,0
75,combined,Stratford,-87.96229127,42.07726987,6/18/21,0,0,recently_treated,1,0.21,6.04,20.4,0.351,0.61,0.01
76,combined,Stratford,-87.96237833,42.07733773,6/18/21,1,1,recently_treated,1,0.21,5.86,22.1,0.182,0.21,0
77,combined,Stratford,-87.96231955,42.07737213,6/18/21,0,0,recently_treated,0,0.21,6.13,22.5,0.068,0.11,0
78,combined,Gibbons,-87.96109237,42.07638237,6/18/21,1,1,recently_treated,1,0.21,6.52,23.8,0.106,0.19,0
79,combined,Gibbons,-87.96120367,42.07570793,6/18/21,0,0,recently_treated,1,0.21,6.47,22.9,0.093,0.17,0
80,combined,Gibbons,-87.96107445,42.07569713,6/18/21,3,1,recently_treated,1,0.21,6.75,22.9,0.077,0.19,0
61,combined,Stratford,-87.96229318,42.08061185,6/25/21,0,0,treated,0,1.31,6.2,21.1,0.07,0.86,NA
62,combined,Stratford,-87.9622283,42.08059342,6/25/21,0,0,treated,0,1.31,6.6,21.4,0.04,0.52,NA
63,combined,Stratford,-87.96231902,42.07995083,6/25/21,0,0,treated,0,1.31,7,21.6,0.025,0.31,0
64,combined,Stratford,-87.96222278,42.07996232,6/25/21,0,0,treated,0,1.31,6.8,21.3,0.036,0.28,0
65,combined,Stratford,-87.9623084,42.0791431,6/25/21,0,0,treated,0,1.31,6.8,21.3,0.037,0.39,0
66,combined,Stratford,-87.96220848,42.07914033,6/25/21,0,0,treated,0,1.31,6.77,21.3,0.055,0.2,0
67,combined,Gibbons,-87.96121885,42.07906305,6/25/21,0,0,treated,0,1.31,7,21.4,0.032,0.29,0
68,combined,Stratford,-87.96220773,42.07905157,6/25/21,0,0,treated,0,1.31,6.8,21.2,0.051,0.032,0
69,combined,Stratford,-87.96231615,42.0790679,6/25/21,0,0,treated,0,1.31,6.6,21.2,0.032,0.26,0
70,combined,Gibbons,-87.96128735,42.07727365,6/25/21,0,0,treated,0,1.31,7,21.3,0.018,0.25,0
71,combined,Gibbons,-87.96118708,42.07722598,6/25/21,0,0,treated,0,1.31,6.35,21.8,0.34,0.24,0
73,combined,Stratford,-87.96217608,42.07733793,6/25/21,0,0,treated,0,1.31,6.4,21.5,0.05,0.13,0
74,combined,Stratford,-87.96222302,42.07735468,6/25/21,0,0,treated,0,1.31,6.7,21.3,0.05,0.22,0
75,combined,Stratford,-87.96229127,42.07726987,6/25/21,0,0,treated,0,1.31,6.6,20.8,0.03,0.32,0
76,combined,Stratford,-87.96237833,42.07733773,6/25/21,0,0,treated,0,1.31,7.1,21.7,0.01,0.16,0
77,combined,Stratford,-87.96231955,42.07737213,6/25/21,0,0,treated,0,1.31,7,21.5,0.02,0.1,0
78,combined,Gibbons,-87.96109237,42.07638237,6/25/21,0,0,treated,0,1.31,7.07,21.9,0.02,0.23,0
79,combined,Gibbons,-87.96120367,42.07570793,6/25/21,0,0,treated,0,1.31,7,21.9,0.015,0.13,0
80,combined,Gibbons,-87.96107445,42.07569713,6/25/21,0,0,treated,0,1.31,7,21.8,0.02,0.23,0
81,combined,MayfairCarlyle,-87.96571188,42.07763798,6/25/21,0,0,treated,0,1.31,7.02,21.3,0.013,0.6,0
82,combined,MayfairCarlyle,-87.96582388,42.0775284,6/25/21,0,0,treated,0,1.31,7.2,21.3,0.012,0.2,0
83,combined,MayfairCarlyle,-87.96585632,42.07762897,6/25/21,0,0,treated,0,1.31,7.16,21.5,0.008,0.16,0
84,combined,MayfairCarlyle,-87.96835267,42.07911363,6/25/21,0,0,treated,0,1.31,7.25,21.4,0.01,0.13,0
85,combined,MayfairCarlyle,-87.96847103,42.07911247,6/25/21,0,0,treated,0,1.31,6.8,21.2,0.038,0.14,0
86,combined,MayfairCarlyle,-87.96844195,42.08003452,6/25/21,0,0,treated,0,1.31,7.7,21.1,0.009,0.02,0
87,combined,MayfairCarlyle,-87.96832385,42.08001807,6/25/21,0,0,treated,0,1.31,6.98,21.1,0.02,0.19,0
88,combined,MayfairCarlyle,-87.96706973,42.079124,6/25/21,0,0,treated,0,1.31,6.99,21.1,0.009,0.031,0
89,combined,MayfairCarlyle,-87.96723588,42.07917337,6/25/21,0,0,treated,0,1.31,6.49,21.1,0.012,0.16,0
90,combined,MayfairCarlyle,-87.96715035,42.07909997,6/25/21,0,0,treated,0,1.31,6.69,21,0.012,0.19,0
72,combined,Gibbons,-87.96116213,42.0793045,6/25/21,NA,NA,treated,NA,1.31,NA,NA,NA,NA,NA
59,separated,MinerEvanstonRammer,-87.956346,42.084539,6/25/21,0,0,not_treated,NA,1.31,7.74,21.5,0.026,0.18,0
31,separated,MinerEvanstonRammer,-87.957901,42.085423,6/25/21,0,0,recently_treated,0,1.31,7.45,21.2,0.051,0.16,0
32,separated,MinerEvanstonRammer,-87.957907,42.085404,6/25/21,0,0,recently_treated,0,1.31,7.49,21.2,0.034,0.14,0
33,separated,MinerEvanstonRammer,-87.957481,42.084462,6/25/21,0,0,recently_treated,0,1.31,7.62,21.4,0.024,0.1,0
34,separated,MinerEvanstonRammer,-87.957248,42.084567,6/25/21,0,0,recently_treated,0,1.31,7.75,21.3,0.021,0.06,0
35,separated,MinerEvanstonRammer,-87.957257,42.084494,6/25/21,0,0,recently_treated,0,1.31,7.72,21.4,0.019,0.06,0
36,separated,MinerEvanstonRammer,-87.956212,42.084527,6/25/21,0,0,recently_treated,0,1.31,7.8,21.7,0.002,2.08,0
37,separated,DonaldBanta,-87.955063,42.083446,6/25/21,0,0,recently_treated,0,1.31,7.62,21.3,0.053,0.16,0
38,separated,DonaldBanta,-87.954987,42.083488,6/25/21,0,0,recently_treated,0,1.31,7.41,20.7,0.013,0.23,0
39,separated,DonaldBanta,-87.955064,42.08274,6/25/21,0,0,recently_treated,0,1.31,7.69,21.4,0.039,0.12,0
40,separated,DonaldBanta,-87.954972,42.08276,6/25/21,0,0,recently_treated,0,1.31,7.82,21.4,0.023,0.14,0
41,separated,DonaldBanta,-87.955073,42.081956,6/25/21,0,0,recently_treated,0,1.31,7.46,21.8,0.02,0.14,0
42,separated,DonaldBanta,-87.954946,42.081948,6/25/21,0,0,recently_treated,0,1.31,7.33,21.4,0.02,0.13,0
43,separated,MinerEvanstonRammer,-87.95384,42.082057,6/25/21,0,0,recently_treated,0,1.31,7.52,21.4,0.055,0.11,0
44,separated,MinerEvanstonRammer,-87.953765,42.082044,6/25/21,0,0,recently_treated,0,1.31,7.43,20.8,0.091,0.17,0
45,separated,MinerEvanstonRammer,-87.953832,42.083042,6/25/21,0,0,recently_treated,0,1.31,7.29,21.3,0.039,0.18,0
46,separated,MinerEvanstonRammer,-87.953746,42.083024,6/25/21,0,0,recently_treated,0,1.31,7.16,21.4,0.074,0.19,0
47,separated,MinerEvanstonRammer,-87.954378,42.084479,6/25/21,0,0,recently_treated,0,1.31,7.8,21.7,0.022,0.05,0
48,separated,MinerEvanstonRammer,-87.954381,42.084463,6/25/21,0,0,recently_treated,0,1.31,7.07,21.6,0.07,0.19,0
49,separated,MinerEvanstonRammer,-87.953833,42.084031,6/25/21,0,0,recently_treated,0,1.31,6.8,21.3,0.06,0.2,0
50,separated,MinerEvanstonRammer,-87.953712,42.084027,6/25/21,0,0,recently_treated,0,1.31,7.06,21.3,0.022,0.2,0
51,separated,MinerEvanstonRammer,-87.953743,42.084108,6/25/21,0,0,recently_treated,0,1.31,7.28,21.4,0.013,0.16,0
52,separated,MinerEvanstonRammer,-87.952483,42.08413,6/25/21,0,0,recently_treated,0,1.31,6.95,21.4,0.029,0.2,0
53,separated,MinerEvanstonRammer,-87.952659,42.083495,6/25/21,0,0,recently_treated,0,1.31,7.05,21.4,0.023,0.21,0
54,separated,MinerEvanstonRammer,-87.95254,42.083501,6/25/21,0,0,recently_treated,0,1.31,6.94,21.3,0.026,0.21,0
55,separated,MinerEvanstonRammer,-87.952665,42.081681,6/25/21,0,0,recently_treated,0,1.31,7.38,21.5,0.011,0.15,0
56,separated,MinerEvanstonRammer,-87.952544,42.081668,6/25/21,0,0,recently_treated,0,1.31,7.71,21.2,0.036,0.24,0
57,separated,MinerEvanstonRammer,-87.952664,42.083969,6/25/21,0,0,recently_treated,0,1.31,6.8,21.3,0.028,0.25,0
58,separated,DonaldBanta,-87.957397,42.082795,6/25/21,0,0,recently_treated,0,1.31,7.54,21.1,0.025,0.14,0
60,separated,MinerEvanstonRammer,-87.954944,42.084451,6/25/21,0,0,recently_treated,0,1.31,7.51,21.6,0.02,0.15,0
31,separated,MinerEvanstonRammer,-87.957901,42.085423,7/2/21,0,0,treated,0,0,6.86,20.7,0.546,0.38,0.02
32,separated,MinerEvanstonRammer,-87.957907,42.085404,7/2/21,0,0,treated,0,0,6.92,19.7,0.512,0.18,0.02
33,separated,MinerEvanstonRammer,-87.957481,42.084462,7/2/21,0,0,treated,0,0,7.15,21.6,0.141,0.15,0
34,separated,MinerEvanstonRammer,-87.957248,42.084567,7/2/21,0,0,treated,0,0,7.64,20.6,0.09,0.12,0
35,separated,MinerEvanstonRammer,-87.957257,42.084494,7/2/21,0,0,treated,0,0,NA,20.7,0.215,0.17,0
36,separated,MinerEvanstonRammer,-87.956212,42.084527,7/2/21,0,0,treated,0,0,7.63,22.1,0.144,0.12,0
37,separated,DonaldBanta,-87.955063,42.083446,7/2/21,0,0,treated,0,0,7.44,19.4,0.063,0.64,0.02
38,separated,DonaldBanta,-87.954987,42.083488,7/2/21,0,0,treated,0,0,6.8,22.1,0.08,0.4,0.02
39,separated,DonaldBanta,-87.955064,42.08274,7/2/21,0,0,treated,0,0,7.61,22.1,0.172,0.14,0
40,separated,DonaldBanta,-87.954972,42.08276,7/2/21,0,0,treated,0,0,7.48,20.5,0.352,0.19,0.01
41,separated,DonaldBanta,-87.955073,42.081956,7/2/21,0,0,treated,0,0,7.8,20.6,0.169,0.16,0
42,separated,DonaldBanta,-87.954946,42.081948,7/2/21,0,0,treated,0,0,8.06,20.7,0.15,0.16,0
43,separated,MinerEvanstonRammer,-87.95384,42.082057,7/2/21,0,0,treated,0,0,6.63,21.2,0.675,0.54,0.03
44,separated,MinerEvanstonRammer,-87.953765,42.082044,7/2/21,0,0,treated,0,0,8.01,21,0.332,0.1,0.01
45,separated,MinerEvanstonRammer,-87.953832,42.083042,7/2/21,0,0,treated,0,0,7.23,20.9,0.352,0.25,0.01
46,separated,MinerEvanstonRammer,-87.953746,42.083024,7/2/21,0,0,treated,0,0,7.26,21.2,0.131,0.07,0
47,separated,MinerEvanstonRammer,-87.954378,42.084479,7/2/21,0,0,treated,0,0,7.89,21.1,0.243,0.19,0
48,separated,MinerEvanstonRammer,-87.954381,42.084463,7/2/21,0,0,treated,0,0,6.31,20.6,1.51,0.15,0.07
49,separated,MinerEvanstonRammer,-87.953833,42.084031,7/2/21,0,0,treated,0,0,6.53,21.7,0.191,0.21,0
50,separated,MinerEvanstonRammer,-87.953712,42.084027,7/2/21,0,0,treated,0,0,7.14,21.5,0.079,0.18,0
51,separated,MinerEvanstonRammer,-87.953743,42.084108,7/2/21,0,0,treated,0,0,6.53,20.8,0.174,0.15,0
52,separated,MinerEvanstonRammer,-87.952483,42.08413,7/2/21,0,0,treated,0,0,6.75,20,0.247,0.21,0
53,separated,MinerEvanstonRammer,-87.952659,42.083495,7/2/21,0,0,treated,0,0,6.73,20.5,0.246,0.28,0
54,separated,MinerEvanstonRammer,-87.95254,42.083501,7/2/21,0,0,treated,0,0,6.77,20.3,0.197,0.16,0
55,separated,MinerEvanstonRammer,-87.952665,42.081681,7/2/21,0,0,treated,0,0,6.89,20.6,0.19,0.2,0
56,separated,MinerEvanstonRammer,-87.952544,42.081668,7/2/21,0,0,treated,0,0,7.06,21.3,0.18,0.26,0
57,separated,MinerEvanstonRammer,-87.952664,42.083969,7/2/21,0,0,treated,0,0,6.92,19.3,0.149,0.15,0
60,separated,MinerEvanstonRammer,-87.954944,42.084451,7/2/21,0,0,treated,0,0,6.55,21.7,0.575,0.76,0.03
61,combined,Stratford,-87.96229318,42.08061185,7/2/21,0,0,treated,0,0,6.32,19,0.372,2.49,0.01
62,combined,Stratford,-87.9622283,42.08059342,7/2/21,0,0,treated,0,0,6.18,19.5,0.323,1.28,0.01
65,combined,Stratford,-87.9623084,42.0791431,7/2/21,0,0,treated,0,0,6.91,20.8,0.095,0.24,0
67,combined,Gibbons,-87.96121885,42.07906305,7/2/21,3,1,treated,0,0,6.75,21.4,0.125,0.27,0
68,combined,Stratford,-87.96220773,42.07905157,7/2/21,0,0,treated,0,0,7.36,19.8,0.126,0.33,0
69,combined,Stratford,-87.96231615,42.0790679,7/2/21,0,0,treated,0,0,7.01,19.8,0.128,0.43,0
70,combined,Gibbons,-87.96128735,42.07727365,7/2/21,0,0,treated,0,0,6.89,20.8,0.137,0.19,0
71,combined,Gibbons,-87.96118708,42.07722598,7/2/21,0,0,treated,0,0,6.66,19.3,0.129,0.19,0
73,combined,Stratford,-87.96217608,42.07733793,7/2/21,0,0,treated,0,0,6.81,19.5,0.23,0.32,0
74,combined,Stratford,-87.96222302,42.07735468,7/2/21,1,1,treated,0,0,6.94,21.5,0.11,0.11,0
76,combined,Stratford,-87.96237833,42.07733773,7/2/21,0,0,treated,0,0,6.47,19.2,0.186,0.07,0
78,combined,Gibbons,-87.96109237,42.07638237,7/2/21,0,0,treated,0,0,6.77,23.4,0.06,0.15,0
79,combined,Gibbons,-87.96120367,42.07570793,7/2/21,0,0,treated,0,0,6.41,22.4,0.152,0.17,0
80,combined,Gibbons,-87.96107445,42.07569713,7/2/21,0,0,treated,0,0,6.7,22.9,0.044,0.14,0
81,combined,MayfairCarlyle,-87.96571188,42.07763798,7/2/21,0,0,treated,0,0,6.57,19.8,0,0.05,0
83,combined,MayfairCarlyle,-87.96585632,42.07762897,7/2/21,4,1,treated,0,0,6.82,21.6,0.08,0.17,0
84,combined,MayfairCarlyle,-87.96835267,42.07911363,7/2/21,0,0,treated,0,0,6.92,21.1,0.099,0.18,0
86,combined,MayfairCarlyle,-87.96844195,42.08003452,7/2/21,0,0,treated,0,0,6.87,20.7,0.127,0.2,0
87,combined,MayfairCarlyle,-87.96832385,42.08001807,7/2/21,0,0,treated,0,0,6.56,21,0.266,0.25,0.01
88,combined,MayfairCarlyle,-87.96706973,42.079124,7/2/21,0,0,treated,0,0,7.27,19.5,0.133,0.12,0
90,combined,MayfairCarlyle,-87.96715035,42.07909997,7/2/21,0,0,treated,0,0,6.86,19.8,0.159,0.16,0
58,separated,DonaldBanta,-87.957397,42.082795,7/2/21,0,0,treated,1,0,6.66,20.3,0.518,0.56,0.02
66,combined,Stratford,-87.96220848,42.07914033,7/2/21,0,0,treated,1,0,5.91,19.6,1.89,0.6,0.15
72,combined,Gibbons,-87.96116213,42.0793045,7/2/21,0,0,treated,1,0,6.65,21.2,0.144,0.25,0
75,combined,Stratford,-87.96229127,42.07726987,7/2/21,15,1,treated,1,0,6.58,20.4,0.193,0.17,0
77,combined,Stratford,-87.96231955,42.07737213,7/2/21,2,1,treated,1,0,6.7,21.2,0.147,1.4,0
85,combined,MayfairCarlyle,-87.96847103,42.07911247,7/2/21,1,1,treated,1,0,6.69,21.5,0.133,0.16,0
89,combined,MayfairCarlyle,-87.96723588,42.07917337,7/2/21,5,1,treated,1,0,7.15,20.5,0.143,0.15,0
63,combined,Stratford,-87.96231902,42.07995083,7/2/21,NA,NA,treated,NA,0,NA,NA,NA,NA,NA
64,combined,Stratford,-87.96222278,42.07996232,7/2/21,NA,NA,treated,NA,0,NA,NA,NA,NA,NA
82,combined,MayfairCarlyle,-87.96582388,42.0775284,7/2/21,NA,NA,treated,NA,0,NA,NA,NA,NA,NA
59,separated,MinerEvanstonRammer,-87.956346,42.084539,7/2/21,0,0,not_treated,NA,0,7.09,21.9,0.416,0.21,0.01
35,separated,MinerEvanstonRammer,-87.957257,42.084494,7/9/21,1,1,treated,0,0,6.95,20.3,0.324,1.44,0.01
41,separated,DonaldBanta,-87.955073,42.081956,7/9/21,0,0,treated,0,0,7.9,21.1,0.24,0.18,0
44,separated,MinerEvanstonRammer,-87.953765,42.082044,7/9/21,0,0,treated,0,0,7.53,22,0.55,0.28,0.02
45,separated,MinerEvanstonRammer,-87.953832,42.083042,7/9/21,0,0,treated,0,0,7.91,20.6,0.43,0.45,0.01
46,separated,MinerEvanstonRammer,-87.953746,42.083024,7/9/21,NA,NA,treated,0,0,NA,NA,NA,NA,NA
49,separated,MinerEvanstonRammer,-87.953833,42.084031,7/9/21,1,1,treated,0,0,7.47,20.9,0.37,0.23,0.01
50,separated,MinerEvanstonRammer,-87.953712,42.084027,7/9/21,2,1,treated,0,0,7.08,22,0.18,0.08,0
52,separated,MinerEvanstonRammer,-87.952483,42.08413,7/9/21,0,0,treated,0,0,7.22,19.8,0.45,0.3,0.01
53,separated,MinerEvanstonRammer,-87.952659,42.083495,7/9/21,0,0,treated,0,0,6.9,21.1,0.822,0.1,0.03
54,separated,MinerEvanstonRammer,-87.95254,42.083501,7/9/21,0,0,treated,0,0,7.22,19.9,0.35,0.35,0.01
56,separated,MinerEvanstonRammer,-87.952544,42.081668,7/9/21,0,0,treated,0,0,7.4,20.7,0.319,0.23,0.01
58,separated,DonaldBanta,-87.957397,42.082795,7/9/21,13,1,treated,0,0,7.44,19.3,0.665,0.62,0.02
61,combined,Stratford,-87.96229318,42.08061185,7/9/21,0,0,treated,0,0,7.03,18.7,0.54,1.3,0.02
63,combined,Stratford,-87.96231902,42.07995083,7/9/21,NA,NA,treated,0,0,NA,NA,NA,NA,NA
64,combined,Stratford,-87.96222278,42.07996232,7/9/21,0,0,treated,0,0,7.02,20,0.32,0.52,0.01
69,combined,Stratford,-87.96231615,42.0790679,7/9/21,0,0,treated,0,0,7,20.3,0.47,0.96,0.01
70,combined,Gibbons,-87.96128735,42.07727365,7/9/21,15,1,treated,0,0,7.23,20.1,0.37,0.36,0.01
71,combined,Gibbons,-87.96118708,42.07722598,7/9/21,0,0,treated,0,0,7.72,17.8,0.179,0.26,0
74,combined,Stratford,-87.96222302,42.07735468,7/9/21,0,0,treated,0,0,7.45,21.5,0.369,0.45,0.01
75,combined,Stratford,-87.96229127,42.07726987,7/9/21,0,0,treated,0,0,7.24,21.4,0.421,0.24,0.01
83,combined,MayfairCarlyle,-87.96585632,42.07762897,7/9/21,6,1,treated,0,0,7.66,21.8,0.361,0.46,0.01
85,combined,MayfairCarlyle,-87.96847103,42.07911247,7/9/21,6,1,treated,0,0,7.55,22.1,0.343,0.3,0.01
86,combined,MayfairCarlyle,-87.96844195,42.08003452,7/9/21,0,0,treated,0,0,6.89,20.1,0.144,0.52,0.08
87,combined,MayfairCarlyle,-87.96832385,42.08001807,7/9/21,0,0,treated,0,0,7.5,20.7,0.459,0.52,0.01
88,combined,MayfairCarlyle,-87.96706973,42.079124,7/9/21,1,1,treated,0,0,7.77,20,0.23,0.25,0.02
89,combined,MayfairCarlyle,-87.96723588,42.07917337,7/9/21,0,0,treated,0,0,7.72,19.1,0.288,0.24,0.01
31,separated,MinerEvanstonRammer,-87.957901,42.085423,7/9/21,3,1,treated,1,0,7.33,21.1,0.8,0.58,0.03
32,separated,MinerEvanstonRammer,-87.957907,42.085404,7/9/21,2,1,treated,1,0,7.21,20.9,0.64,0.42,0.01
33,separated,MinerEvanstonRammer,-87.957481,42.084462,7/9/21,0,0,treated,1,0,7.66,21.6,0.31,0.22,0.01
34,separated,MinerEvanstonRammer,-87.957248,42.084567,7/9/21,1,1,treated,1,0,7.88,20.7,0.21,0.18,0
36,separated,MinerEvanstonRammer,-87.956212,42.084527,7/9/21,3,1,treated,1,0,8.14,21.5,0.23,0.1,0
37,separated,DonaldBanta,-87.955063,42.083446,7/9/21,9,1,treated,1,0,7.6,20.5,0.78,0.122,0.03
38,separated,DonaldBanta,-87.954987,42.083488,7/9/21,1,1,treated,1,0,6.66,22.5,1.92,0.23,0.09
39,separated,DonaldBanta,-87.955064,42.08274,7/9/21,0,0,treated,1,0,7.65,22.4,0.25,0.19,0.01
40,separated,DonaldBanta,-87.954972,42.08276,7/9/21,0,0,treated,1,0,7.25,20.2,0.58,0.52,0.02
42,separated,DonaldBanta,-87.954946,42.081948,7/9/21,0,0,treated,1,0,8.35,20.1,0.25,0.27,0
43,separated,MinerEvanstonRammer,-87.95384,42.082057,7/9/21,0,0,treated,1,0,7.13,21.5,0.751,0.75,0.03
47,separated,MinerEvanstonRammer,-87.954378,42.084479,7/9/21,3,1,treated,1,0,7.4,21.5,0.448,0.15,0.01
48,separated,MinerEvanstonRammer,-87.954381,42.084463,7/9/21,1,1,treated,1,0,6.71,21.6,1.5,0,0.06
51,separated,MinerEvanstonRammer,-87.953743,42.084108,7/9/21,8,1,treated,1,0,6.75,21,0.33,0.19,0.01
55,separated,MinerEvanstonRammer,-87.952665,42.081681,7/9/21,0,0,treated,1,0,7.56,20.4,0.266,0.18,0.01
57,separated,MinerEvanstonRammer,-87.952664,42.083969,7/9/21,0,0,treated,1,0,7.4,19.3,0.355,0.17,0.01
60,separated,MinerEvanstonRammer,-87.954944,42.084451,7/9/21,8,1,treated,1,0,6.77,21.7,1.28,0,0.05
62,combined,Stratford,-87.9622283,42.08059342,7/9/21,1,1,treated,1,0,6.9,19.5,0.68,2.4,0.02
65,combined,Stratford,-87.9623084,42.0791431,7/9/21,1,1,treated,1,0,7.27,20.9,0.312,0.65,0.01
66,combined,Stratford,-87.96220848,42.07914033,7/9/21,5,1,treated,1,0,6.85,20.6,0.411,0.7,0.02
67,combined,Gibbons,-87.96121885,42.07906305,7/9/21,2,1,treated,1,0,7.04,20.4,0.337,0.37,0
68,combined,Stratford,-87.96220773,42.07905157,7/9/21,0,0,treated,1,0,7.14,19.3,0.311,0.23,0.01
72,combined,Gibbons,-87.96116213,42.0793045,7/9/21,1,1,treated,1,0,6.92,20,0.45,0.38,0.01
73,combined,Stratford,-87.96217608,42.07733793,7/9/21,5,1,treated,1,0,7.06,20.5,0.663,0.88,0.02
76,combined,Stratford,-87.96237833,42.07733773,7/9/21,6,1,treated,1,0,6.97,19.5,0.001,0.09,0
77,combined,Stratford,-87.96231955,42.07737213,7/9/21,1,1,treated,1,0,7.1,21.5,0.614,0.63,0.02
78,combined,Gibbons,-87.96109237,42.07638237,7/9/21,3,1,treated,1,0,7.75,22.2,0.177,0.27,0
79,combined,Gibbons,-87.96120367,42.07570793,7/9/21,0,0,treated,1,0,7.04,22.2,0.25,0.21,0
80,combined,Gibbons,-87.96107445,42.07569713,7/9/21,9,1,treated,1,0,7.45,22.2,0.145,0.17,0
81,combined,MayfairCarlyle,-87.96571188,42.07763798,7/9/21,1,1,treated,1,0,7.28,19.7,0.343,0.19,0.01
82,combined,MayfairCarlyle,-87.96582388,42.0775284,7/9/21,0,0,treated,1,0,7.39,20.7,0.415,0.38,0.01
84,combined,MayfairCarlyle,-87.96835267,42.07911363,7/9/21,0,0,treated,1,0,7.82,21.1,0.372,0.56,0.01
90,combined,MayfairCarlyle,-87.96715035,42.07909997,7/9/21,1,1,treated,1,0,7.15,20,0.868,0.35,0.02
59,separated,MinerEvanstonRammer,-87.956346,42.084539,7/9/21,0,0,not_treated,NA,0,7.82,21,0.88,0.15,0.03
35,separated,MinerEvanstonRammer,-87.957257,42.084494,7/16/21,1,1,treated,0,0.04,7.02,21.1,0.121,0.2,0
38,separated,DonaldBanta,-87.954987,42.083488,7/16/21,0,0,treated,0,0.04,6.91,21.3,0.272,0.42,0.01
