sample-id	sample_control	pcr_date	pcr_conc	Basin.id	Basin.type	Basin.flowgroup	Basin.lon	Basin.lat	Sampling.date	Date.code	Biotype	ASV.richness	Shannon	C39.relabund	Firmicutes.relabund	Proteobacteria.relabund	Pupae.abund	Pupae.pres	Treatment.status	Methoprene.fail.rate	Rainfall	pH	Temp.C	Cond	DO	Sal
F_32	sample	12/1/21	7.8	32	separated	MinerEvanstonRammer	-87.957907	42.085404	8/6/21	F	2	160	2.314127	0.200713903	0.032054257	0.781188649	0	0	treated	0	0.19	8.08	20.3	0.188	0.21	0
F_33	sample	11/9/21	11	33	separated	MinerEvanstonRammer	-87.957481	42.084462	8/6/21	F	2	146	2.3810417	0.600733757	0.005325654	0.907530869	1	1	treated	1	0.19	7.84	22.8	0.251	0.19	0
F_34	sample	12/1/21	9.7	34	separated	MinerEvanstonRammer	-87.957248	42.084567	8/6/21	F	2	329	4.139169	0.0504561	0.055175472	0.779678196	0	0	treated	0	0.19	8.25	21.7	0.126	0.15	0
F_40	sample	11/9/21	12	40	separated	DonaldBanta	-87.954972	42.08276	8/6/21	F	1	536	5.2799997	0.179858538	0.156955204	0.341416863	0	0	treated	0	0.19	8.73	21.4	0.293	0.17	0.01
F_41	sample	11/9/21	5.8	41	separated	DonaldBanta	-87.955073	42.081956	8/6/21	F	2	950	5.0325696	0.251731416	0.115823494	0.374117802	0	0	treated	0	0.19	9.2	22.3	0.215	0.14	0
F_42	sample	11/9/21	5.8	42	separated	DonaldBanta	-87.954946	42.081948	8/6/21	F	2	346	2.3767021	0.694969149	0.066434493	0.808002423	0	0	treated	0	0.19	9.4	21.4	0.205	0.2	0
F_43	sample	11/9/21	11	43	separated	MinerEvanstonRammer	-87.95384	42.082057	8/6/21	F	1	99	2.2636769	0.003754147	0.01353239	0.916535708	1	1	treated	0	0.19	7.21	23	0.843	0.27	0.03
F_44	sample	11/9/21	14	44	separated	MinerEvanstonRammer	-87.953765	42.082044	8/6/21	F	1	73	2.4356826	0	0.429766483	0.56519843	0	0	treated	0	0.19	10.4	23.3	2.61	0.03	0.12
F_47	sample	12/1/21	2.68	47	separated	MinerEvanstonRammer	-87.954378	42.084479	8/6/21	F	2	56	0.5456434	0.938447694	0.00143982	0.950461192	NA	NA	treated	NA	0.19	7.42	23.6	0.418	0.15	0.01
F_49	sample	11/9/21	9.9	49	separated	MinerEvanstonRammer	-87.953833	42.084031	8/6/21	F	2	96	2.7825984	0.253773332	0.015227293	0.674689649	2	1	treated	0	0.19	6.97	22.1	0.2	0.25	0
F_50	sample	11/9/21	9.6	50	separated	MinerEvanstonRammer	-87.953712	42.084027	8/6/21	F	2	86	2.0912316	0.727929543	0.002636853	0.91767746	0	0	treated	0	0.19	7.13	22.7	0.11	0.18	0
F_51	sample	11/9/21	17	51	separated	MinerEvanstonRammer	-87.953743	42.084108	8/6/21	F	2	90	1.1274987	0.858716273	0.003952361	0.924220067	10	1	treated	1	0.19	6.87	22	0.24	0.3	0
F_52	sample	11/9/21	4.44	52	separated	MinerEvanstonRammer	-87.952483	42.08413	8/6/21	F	2	146	2.6155264	0.449864126	0.010181968	0.945822297	0	0	treated	0	0.19	7.24	20.9	0.352	0.34	0.01
F_55	sample	11/9/21	6.6	55	separated	MinerEvanstonRammer	-87.952665	42.081681	8/6/21	F	2	374	3.7692118	0.403982141	0.013449433	0.778430992	0	0	treated	0	0.19	7.7	21.8	0.245	0.37	0
F_56	sample	11/9/21	11	56	separated	MinerEvanstonRammer	-87.952544	42.081668	8/6/21	F	2	154	3.3065683	0.459929204	0.005486726	0.881628319	0	0	treated	0	0.19	7.86	NA	0.283	0.81	0.01
F_57	sample	11/9/21	46	57	separated	MinerEvanstonRammer	-87.952664	42.083969	8/6/21	F	2	46	1.6121443	0.65465435	0.000203025	0.947314993	9	1	treated	0	0.19	7.52	20.8	0.262	0.32	0.01
F_58	sample	12/1/21	6.9	58	separated	DonaldBanta	-87.957397	42.082795	8/6/21	F	2	519	2.8497162	0.150521147	0.131674463	0.773820384	41	1	treated	1	0.19	7.25	21.8	1.91	0.01	0.08
F_59	sample	11/9/21	8.1	59	separated	MinerEvanstonRammer	-87.956346	42.084539	8/6/21	F	1	276	3.2245143	0.176790831	0.005380452	0.879178606	0	0	not_treated	NA	0.19	7.4	22	0.502	0.49	0.02
F_60	sample	11/9/21	22	60	separated	MinerEvanstonRammer	-87.954944	42.084451	8/6/21	F	2	40	0.5034849	0.948363455	0.006163072	0.980053302	19	1	treated	1	0.19	6.89	23.2	0.8	0.5	0.03
F_61	sample	11/9/21	6.1	61	combined	Stratford	-87.96229318	42.08061185	8/6/21	F	1	417	3.1898124	0.046233499	0.01639518	0.167327722	0	0	treated	0	0.19	6.68	20	0.499	1.49	0.02
F_65	sample	11/9/21	9.4	65	combined	Stratford	-87.9623084	42.0791431	8/6/21	F	2	93	1.9950166	0.653675986	0.001364963	0.919090652	1	1	treated	1	0.19	6.63	21.4	0.309	0.49	0.01
F_66	sample	11/9/21	4.86	66	combined	Stratford	-87.96220848	42.07914033	8/6/21	F	2	184	1.928025	0.704506385	0.026890963	0.90056074	3	1	treated	0	0.19	6.56	21.8	0.287	0.43	0.01
F_69	sample	11/9/21	48	69	combined	Stratford	-87.96231615	42.0790679	8/6/21	F	2	87	2.4535775	0.53115016	0.005058573	0.927981896	1	1	treated	0	0.19	6.7	21.2	0.418	0.79	0.01
F_70	sample	11/9/21	5.8	70	combined	Gibbons	-87.96128735	42.07727365	8/6/21	F	2	277	3.3318502	0.329696276	0.008514292	0.787500447	0	0	treated	0	0.19	7.37	20.5	0.405	0.16	0.01
F_71	sample	11/9/21	4.34	71	combined	Gibbons	-87.96118708	42.07722598	8/6/21	F	2	208	3.3335	0.151463603	0.002471434	0.904480678	0	0	treated	0	0.19	7.28	18.7	0.127	0.05	0
F_73	sample	11/9/21	6.7	73	combined	Stratford	-87.96217608	42.07733793	8/6/21	F	2	74	1.276181	0.723264922	0.000814664	0.977941407	2	1	treated	0	0.19	7.15	22.1	0.372	0.47	0.01
F_74	sample	12/1/21	6.5	74	combined	Stratford	-87.96222302	42.07735468	8/6/21	F	2	119	1.588773	0.7468401	0.001129944	0.925239785	0	0	treated	0	0.19	7.17	22.7	0.286	0.29	0.01
F_75	sample	12/1/21	7.7	75	combined	Stratford	-87.96229127	42.07726987	8/6/21	F	2	68	1.5551591	0.686697806	0.000785022	0.91568866	0	0	treated	0	0.19	7.19	21.6	0.412	0.49	0.01
F_77	sample	12/1/21	4.96	77	combined	Stratford	-87.96231955	42.07737213	8/6/21	F	2	86	1.3861287	0.774102831	0.006296998	0.939781133	3	1	treated	0	0.19	6.84	22.8	0.53	0.6	0.02
F_78	sample	12/1/21	3.55	78	combined	Gibbons	-87.96109237	42.07638237	8/6/21	F	1	137	2.1969684	0.000914704	0.004649745	0.921030566	0	0	treated	0	0.19	7.14	23.7	0.38	0.07	0.01
F_79	sample	12/1/21	7.1	79	combined	Gibbons	-87.96120367	42.07570793	8/6/21	F	2	161	2.7999093	0.160687612	0.007215373	0.647029039	4	1	treated	0	0.19	7.3	23.3	0.27	0.25	0
F_81	sample	12/1/21	6.4	81	combined	MayfairCarlyle	-87.96571188	42.07763798	8/6/21	F	1	695	5.1688941	0.01196394	0.080882972	0.503440335	3	1	treated	0	0.19	6.83	21.1	0	0.12	0
F_83	sample	12/1/21	6.5	83	combined	MayfairCarlyle	-87.96585632	42.07762897	8/6/21	F	1	327	3.1345174	0.001401079	0.026091784	0.829544253	8	1	treated	1	0.19	7.17	23.1	0.218	0.47	0
F_84	sample	12/1/21	5.4	84	combined	MayfairCarlyle	-87.96835267	42.07911363	8/6/21	F	1	423	4.4784668	0.009008224	0.05169558	0.626013425	4	1	treated	0	0.19	6.92	22.1	0.37	0.05	0.01
F_85	sample	11/9/21	9.3	85	combined	MayfairCarlyle	-87.96847103	42.07911247	8/6/21	F	2	223	3.2042933	0.114272809	0.016607602	0.432179835	8	1	treated	0	0.19	7	22.4	0.366	0.39	0.01
F_86	sample	11/9/21	5	86	combined	MayfairCarlyle	-87.96844195	42.08003452	8/6/21	F	2	295	3.4672749	0.253577107	0.053060413	0.750563063	0	0	treated	0	0.19	6.89	21.5	0.42	0.31	0.01
F_87	sample	12/1/21	4.97	87	combined	MayfairCarlyle	-87.96832385	42.08001807	8/6/21	F	1	612	4.9625504	0.014066587	0.179543366	0.581501378	12	1	treated	1	0.19	6.96	20.7	0.343	0.54	0.01
F_88	sample	11/9/21	5.8	88	combined	MayfairCarlyle	-87.96706973	42.079124	8/6/21	F	1	238	3.1216779	0.002893104	0.015598902	0.438648294	2	1	treated	1	0.19	7.17	21	0.231	0.13	0
F_89	sample	11/9/21	11	89	combined	MayfairCarlyle	-87.96723588	42.07917337	8/6/21	F	1	100	2.3503878	0.004485923	0.010312468	0.647519852	0	0	treated	0	0.19	7.51	22.4	0.208	0.24	0
F_90	sample	11/9/21	24	90	combined	MayfairCarlyle	-87.96715035	42.07909997	8/6/21	F	1	70	2.0601034	0.026176693	0.035338535	0.32927259	0	0	treated	0	0.19	6.86	21.2	0.336	0.3	0.01
G_31	sample	11/9/21	12	31	separated	MinerEvanstonRammer	-87.957901	42.085423	8/27/21	G	2	287	3.1146136	0.398058252	0.021353611	0.869633537	0	0	treated	0	0	7.31	23.7	0.113	0.14	0
G_32	sample	12/1/21	9.3	32	separated	MinerEvanstonRammer	-87.957907	42.085404	8/27/21	G	NA	NA	NA	NA	NA	NA	0	0	treated	0	0	7.29	22.5	0.14	0.16	0
G_33	sample	11/9/21	7.1	33	separated	MinerEvanstonRammer	-87.957481	42.084462	8/27/21	G	2	472	4.5240792	0.101446347	0.044140997	0.801668639	0	0	treated	0	0	7.51	24.5	0.082	0.1	0
G_34	sample	12/16/21	7.3	34	separated	MinerEvanstonRammer	-87.957248	42.084567	8/27/21	G	2	678	5.1218665	0.0487598	0.02503324	0.758630966	0	0	treated	0	0	7.6	24.1	0.071	0.15	0
G_40	sample	12/1/21	4.4	40	separated	DonaldBanta	-87.954972	42.08276	8/27/21	G	2	263	3.7825745	0.145982711	0.024693426	0.841620318	0	0	treated	0	0	7.88	23.6	0.075	0.14	0
G_41	sample	12/1/21	7.9	41	separated	DonaldBanta	-87.955073	42.081956	8/27/21	G	1	512	4.7431751	0.007419328	0.027004173	0.838984207	0	0	treated	0	0	7.58	23.7	0.101	0.13	0
G_42	sample	12/1/21	4.16	42	separated	DonaldBanta	-87.954946	42.081948	8/27/21	G	2	221	3.3044222	0.100327062	0.005171498	0.843093954	0	0	treated	0	0	7.41	23.6	0.08	0.17	0
G_43	sample	12/1/21	5.1	43	separated	MinerEvanstonRammer	-87.95384	42.082057	8/27/21	G	1	329	3.6336091	0.0031448	0.031979836	0.854922999	0	0	treated	0	0	7.35	24.9	0.535	0.55	0.02
G_44	sample	12/1/21	6.9	44	separated	MinerEvanstonRammer	-87.953765	42.082044	8/27/21	G	1	313	4.1707589	0.00210734	0.022777205	0.823700847	0	0	treated	0	0	8.33	25	0.116	0.11	0
G_47	sample	12/1/21	6	47	separated	MinerEvanstonRammer	-87.954378	42.084479	8/27/21	G	2	285	2.1177641	0.619920902	0.023289878	0.834890874	0	0	treated	0	0	7.35	25.8	0.163	0.13	0
G_49	sample	12/1/21	4.5	49	separated	MinerEvanstonRammer	-87.953833	42.084031	8/27/21	G	2	368	4.5450601	0.059400845	0.066715677	0.80430068	0	0	treated	1	0	6.44	24.9	0.082	0.12	0
G_51	sample	12/1/21	3.98	51	separated	MinerEvanstonRammer	-87.953743	42.084108	8/27/21	G	2	308	2.9936784	0.410494087	0.013735569	0.845987472	0	0	treated	0	0	6.57	24.8	0.087	0.14	0
G_52	sample	12/1/21	3.87	52	separated	MinerEvanstonRammer	-87.952483	42.08413	8/27/21	G	2	300	3.9577427	0.04862049	0.007304099	0.78743695	0	0	treated	0	0	6.61	23.9	0.246	0.28	0
G_55	sample	12/1/21	3.83	55	separated	MinerEvanstonRammer	-87.952665	42.081681	8/27/21	G	2	613	4.8456067	0.085075107	0.051977583	0.607859801	0	0	treated	0	0	6.33	23.9	0.198	0.32	0
G_56	sample	12/3/21	1.15	56	separated	MinerEvanstonRammer	-87.952544	42.081668	8/27/21	G	1	135	3.8258144	0.00252419	0.020193521	0.803954565	0	0	treated	0	0	6.51	24.1	0.098	0.22	0
G_57	sample	12/1/21	8.2	57	separated	MinerEvanstonRammer	-87.952664	42.083969	8/27/21	G	2	177	2.7865986	0.434585323	0.004014919	0.828451286	0	0	treated	0	0	6.87	23.1	0.077	0.09	0
G_59	sample	12/1/21	4.85	59	separated	MinerEvanstonRammer	-87.956346	42.084539	8/27/21	G	1	835	5.6468081	0.012853889	0.084571718	0.671837148	0	0	not_treated	NA	0	7.92	24.3	0.148	0.17	0
G_60	sample	12/1/21	6.1	60	separated	MinerEvanstonRammer	-87.954944	42.084451	8/27/21	G	2	286	1.9736721	0.696132957	0.028959374	0.852422333	0	0	treated	0	0	6.88	25.5	0.136	0.14	0
G_61	sample	11/9/21	17	61	combined	Stratford	-87.96229318	42.08061185	8/27/21	G	1	106	1.5288698	0.092937608	0.007943385	0.961799538	0	0	treated	0	0	6.87	22.9	0.247	1.77	0
G_65	sample	11/9/21	9.4	65	combined	Stratford	-87.9623084	42.0791431	8/27/21	G	2	243	2.5087029	0.556990525	0.004440414	0.953313112	0	0	treated	1	0	6.32	24.2	0.076	0.28	0
G_66	sample	11/9/21	7.8	66	combined	Stratford	-87.96220848	42.07914033	8/27/21	G	2	121	1.4721984	0.803800809	0.004434278	0.98331867	2	1	treated	1	0	6.22	24	0.085	0.28	0
G_69	sample	11/9/21	37	69	combined	Stratford	-87.96231615	42.0790679	8/27/21	G	2	108	2.2061896	0.14966655	0.006528607	0.845630046	0	0	treated	0	0	6.59	23.3	0.079	0.39	0
G_70	sample	11/9/21	11	70	combined	Gibbons	-87.96128735	42.07727365	8/27/21	G	2	88	2.2173322	0.493471251	0.002362481	0.928135875	1	1	treated	1	0	6.25	22	0.102	0.28	0
G_71	sample	11/9/21	10	71	combined	Gibbons	-87.96118708	42.07722598	8/27/21	G	2	238	3.8342351	0.196753749	0.001916834	0.789704746	0	0	treated	0	0	6.27	20.6	0.064	0.15	0
G_73	sample	11/9/21	15	73	combined	Stratford	-87.96217608	42.07733793	8/27/21	G	2	118	1.7847104	0.675086617	0.010514866	0.829908952	2	1	treated	1	0	5.8	23.6	0.132	0.03	0
G_74	sample	12/1/21	9.9	74	combined	Stratford	-87.96222302	42.07735468	8/27/21	G	2	129	2.567641	0.359783963	0.003669852	0.900567788	0	0	treated	1	0	6	24.3	0.066	0.18	0
G_75	sample	11/9/21	19	75	combined	Stratford	-87.96229127	42.07726987	8/27/21	G	2	65	1.0659642	0.827850443	0.002554278	0.942572775	2	1	treated	0	0	6.04	23	0.173	0.16	0
G_77	sample	11/9/21	8.2	77	combined	Stratford	-87.96231955	42.07737213	8/27/21	G	2	108	0.9593931	0.882431782	0.008488556	0.975256031	1	1	treated	0	0	5.78	24.5	0.122	0.24	0
G_78	sample	11/9/21	12	78	combined	Gibbons	-87.96109237	42.07638237	8/27/21	G	2	242	3.0357365	0.399531195	0.001396439	0.920303227	0	0	treated	0	0	6.18	25.3	0.055	0.17	0
G_79	sample	11/9/21	12	79	combined	Gibbons	-87.96120367	42.07570793	8/27/21	G	2	577	5.0082829	0.067148809	0.048003558	0.799279127	0	0	treated	0	0	6.12	25	0.149	0.27	0
G_81	sample	11/9/21	12	81	combined	MayfairCarlyle	-87.96571188	42.07763798	8/27/21	G	2	577	4.3027171	0.078083773	0.077898252	0.488827507	0	0	treated	0	0	6.03	24.1	0	0.04	0
G_83	sample	11/9/21	9.7	83	combined	MayfairCarlyle	-87.96585632	42.07762897	8/27/21	G	1	429	4.6304536	0.013813445	0.079415018	0.586014502	2	1	treated	1	0	6.12	24.9	0.057	0.21	0
G_84	sample	11/9/21	8.2	84	combined	MayfairCarlyle	-87.96835267	42.07911363	8/27/21	G	2	205	2.5408931	0.273918263	0.00511509	0.649120518	0	0	treated	0	0	6.42	23.9	0.096	0.16	0
G_85	sample	11/9/21	5.7	85	combined	MayfairCarlyle	-87.96847103	42.07911247	8/27/21	G	2	497	3.7974305	0.185416977	0.140167884	0.400660607	1	1	treated	1	0	6.11	25	0.132	0.04	0
G_86	sample	11/9/21	7.1	86	combined	MayfairCarlyle	-87.96844195	42.08003452	8/27/21	G	2	438	4.0287284	0.063705339	0.087101669	0.475900124	0	0	treated	0	0	6.18	23.7	0.074	0.19	0
G_87	sample	12/1/21	8.4	87	combined	MayfairCarlyle	-87.96832385	42.08001807	8/27/21	G	2	299	3.4108016	0.337968906	0.079874483	0.69494366	0	0	treated	1	0	6.05	23	0.101	0.18	0
G_88	sample	11/9/21	5.6	88	combined	MayfairCarlyle	-87.96706973	42.079124	8/27/21	G	1	560	4.7789413	0.010299888	0.068479073	0.611033259	0	0	treated	0	0	6.35	22.9	0.14	0.19	0
G_89	sample	11/9/21	8.3	89	combined	MayfairCarlyle	-87.96723588	42.07917337	8/27/21	G	2	434	4.3899313	0.020888899	0.018127316	0.756721033	1	1	treated	0	0	6.22	23.2	0.151	0.28	0
G_90	sample	11/9/21	22	90	combined	MayfairCarlyle	-87.96715035	42.07909997	8/27/21	G	1	1039	5.7858936	0.014058983	0.045859761	0.510244644	0	0	treated	0	0	6.24	22.6	0.172	0.26	0
H_31	sample	12/1/21	4.44	31	separated	MinerEvanstonRammer	-87.957901	42.085423	9/17/21	H	2	101	1.388987	0.813973088	0.004940568	0.912522886	4	1	treated	1	0.45	7.72	20.6	1.4	0.1	0.06
H_32	sample	12/1/21	4.45	32	separated	MinerEvanstonRammer	-87.957907	42.085404	9/17/21	H	2	112	3.0093897	0.272872028	0.00416236	0.719334022	2	1	treated	0	0.45	7.57	19.8	1.23	0.09	0.05
H_33	sample	12/3/21	2.03	33	separated	MinerEvanstonRammer	-87.957481	42.084462	9/17/21	H	2	47	1.9016828	0.570047141	0.000604376	0.916596156	9	1	treated	1	0.45	7.64	21.8	0.27	0.14	0.01
H_34	sample	12/1/21	5.9	34	separated	MinerEvanstonRammer	-87.957248	42.084567	9/17/21	H	2	116	2.0385528	0.716258859	0.00537996	0.911773835	6	1	treated	1	0.45	7.88	22.2	0.017	1.53	0
H_40	sample	12/1/21	7.5	40	separated	DonaldBanta	-87.954972	42.08276	9/17/21	H	1	173	1.5506585	0.014649088	0.003112931	0.879095086	8	1	treated	0	0.45	8.22	20.6	0.137	0.19	0
H_41	sample	12/1/21	8.5	41	separated	DonaldBanta	-87.955073	42.081956	9/17/21	H	2	99	1.7135903	0.416893462	0.00093367	0.956832674	4	1	treated	1	0.45	8.31	21.3	0.186	0.16	0
H_42	sample	12/1/21	6.4	42	separated	DonaldBanta	-87.954946	42.081948	9/17/21	H	2	121	1.5053198	0.622872284	0.008479067	0.930789613	4	1	treated	1	0.45	8.79	21.1	0.17	0.17	0
H_43	sample	12/1/21	7.2	43	separated	MinerEvanstonRammer	-87.95384	42.082057	9/17/21	H	1	370	3.6101085	0.003345281	0.016378842	0.81218638	0	0	treated	0	0.45	7.52	23.1	0.576	0.28	0.02
H_44	sample	12/1/21	11	44	separated	MinerEvanstonRammer	-87.953765	42.082044	9/17/21	H	1	201	2.988832	0.001563132	0.003572874	0.926951473	3	1	treated	1	0.45	7.62	22.9	0.196	0.17	0
H_47	sample	12/1/21	8	47	separated	MinerEvanstonRammer	-87.954378	42.084479	9/17/21	H	2	86	0.5260152	0.948184121	0.001510328	0.975950926	2	1	treated	0	0.45	7.59	21.6	0.386	0.3	0.01
H_49	sample	12/1/21	6.5	49	separated	MinerEvanstonRammer	-87.953833	42.084031	9/17/21	H	2	196	2.6978189	0.507462212	0.003436754	0.889689737	2	1	treated	1	0.45	7.43	20.9	0.136	0.21	0
H_50	sample	12/1/21	6.7	50	separated	MinerEvanstonRammer	-87.953712	42.084027	9/17/21	H	2	340	2.7042079	0.148776112	0.002913628	0.878121451	1	1	treated	1	0.45	7.35	21.9	0.1	0.16	0
H_51	sample	12/1/21	11	51	separated	MinerEvanstonRammer	-87.953743	42.084108	9/17/21	H	2	297	2.1071724	0.662846336	0.00417515	0.89968273	5	1	treated	1	0.45	7.52	22.1	0.199	0.31	0
H_52	sample	12/1/21	9.6	52	separated	MinerEvanstonRammer	-87.952483	42.08413	9/17/21	H	2	195	3.1419131	0.236194127	0.004921388	0.851627469	0	0	treated	0	0.45	7.56	21	0.215	0.2	0
H_55	sample	12/1/21	10	55	separated	MinerEvanstonRammer	-87.952665	42.081681	9/17/21	H	2	548	3.5763828	0.052125786	0.010075472	0.544603774	1	1	treated	1	0.45	7.53	21.6	0.257	0.32	0.01
H_56	sample	12/1/21	10	56	separated	MinerEvanstonRammer	-87.952544	42.081668	9/17/21	H	2	153	2.5691871	0.259898121	0.010646039	0.873945503	1	1	treated	0	0.45	8	21.4	0.136	0.1	0
H_57	sample	12/1/21	9.4	57	separated	MinerEvanstonRammer	-87.952664	42.083969	9/17/21	H	2	410	4.0939528	0.082759419	0.003240928	0.782201902	8	1	treated	1	0.45	7.64	20.4	0.22	0.24	0
H_58	sample	12/1/21	9.3	58	separated	DonaldBanta	-87.957397	42.082795	9/17/21	H	2	361	2.0716504	0.731567221	0.031156444	0.872484857	21	1	treated	1	0.45	7.06	20.3	3.64	0.05	0.17
H_59	sample	12/1/21	5.3	59	separated	MinerEvanstonRammer	-87.956346	42.084539	9/17/21	H	1	285	3.5402204	0.061284993	0.007581415	0.834114106	3	1	not_treated	NA	0.45	7.78	21.6	0.281	0.19	0.01
H_60	sample	12/1/21	7.3	60	separated	MinerEvanstonRammer	-87.954944	42.084451	9/17/21	H	2	65	0.3873267	0.969411475	0.006395671	0.987442347	5	1	treated	1	0.45	7.1	22	0.607	0.6	0.02
H_61	sample	12/1/21	5.6	61	combined	Stratford	-87.96229318	42.08061185	9/17/21	H	1	588	4.9284748	0.068490285	0.033722227	0.817793065	2	1	treated	1	0.45	7.53	20.3	0.337	1.77	0.01
H_65	sample	12/1/21	5.5	65	combined	Stratford	-87.9623084	42.0791431	9/17/21	H	2	51	0.8875021	0.872238989	0.000918515	0.99059616	1	1	treated	1	0.45	7.15	21.1	0.281	0.6	0.01
H_66	sample	12/1/21	6.1	66	combined	Stratford	-87.96220848	42.07914033	9/17/21	H	2	135	1.5723029	0.717242275	0.007115035	0.969826019	4	1	treated	1	0.45	7	20.6	0.307	0.47	0.01
H_69	sample	12/1/21	6.5	69	combined	Stratford	-87.96231615	42.0790679	9/17/21	H	2	70	1.2430062	0.828818158	0.004585228	0.97531619	4	1	treated	1	0.45	7.05	20.4	0.344	0.41	0.01
H_70	sample	12/1/21	5.4	70	combined	Gibbons	-87.96128735	42.07727365	9/17/21	H	2	85	1.6743565	0.372321114	0.00051478	0.926657455	1	1	treated	0	0.45	7.51	20.1	0.234	0.31	0
H_71	sample	12/1/21	5.6	71	combined	Gibbons	-87.96118708	42.07722598	9/17/21	H	2	123	2.6089603	0.297258352	0.001516818	0.805771491	1	1	treated	1	0.45	7.58	19	0.16	0.13	0
H_73	sample	12/1/21	7.8	73	combined	Stratford	-87.96217608	42.07733793	9/17/21	H	2	44	0.7053088	0.910219346	0.001697478	0.966262632	5	1	treated	0	0.45	7.29	19.9	0.299	0.41	0.01
H_74	sample	12/1/21	5.4	74	combined	Stratford	-87.96222302	42.07735468	9/17/21	H	2	108	1.5525034	0.423986263	0.000550346	0.955730199	3	1	treated	1	0.45	7.26	21.3	0.33	0.33	0.01
H_75	sample	12/1/21	6.3	75	combined	Stratford	-87.96229127	42.07726987	9/17/21	H	2	68	1.3581409	0.419269528	0.000835143	0.959050164	2	1	treated	1	0.45	7.12	20	0.494	0.62	0.02
H_77	sample	12/1/21	7.4	77	combined	Stratford	-87.96231955	42.07737213	9/17/21	H	2	69	1.7558812	0.670398463	0.000629327	0.965486403	20	1	treated	1	0.45	7.29	21	0.602	0.73	0.03
H_78	sample	12/1/21	5.8	78	combined	Gibbons	-87.96109237	42.07638237	9/17/21	H	2	100	1.8441579	0.670188961	0.003008454	0.931452014	1	1	treated	1	0.45	7.44	22.1	0.17	0.27	0
H_79	sample	12/1/21	3.77	79	combined	Gibbons	-87.96120367	42.07570793	9/17/21	H	2	130	2.4039454	0.555582389	0.01859589	0.826575217	0	0	treated	1	0.45	7.33	21.3	0.207	0.36	0
H_81	sample	12/1/21	2.41	81	combined	MayfairCarlyle	-87.96571188	42.07763798	9/17/21	H	2	390	5.0338978	0.03494512	0.195134975	0.516760605	0	0	treated	0	0.45	7.06	20.2	0.001	0.07	0
H_83	sample	12/1/21	4.64	83	combined	MayfairCarlyle	-87.96585632	42.07762897	9/17/21	H	2	258	2.6104721	0.013540395	0.017157195	0.609656856	5	1	treated	0	0.45	7.23	22.1	0.282	0.37	0.01
H_84	sample	12/1/21	6.6	84	combined	MayfairCarlyle	-87.96835267	42.07911363	9/17/21	H	2	67	0.5938891	0.934685076	0.011859632	0.967099085	6	1	treated	0	0.45	7.11	20.7	0.447	0.51	0.01
H_85	sample	12/1/21	2.14	85	combined	MayfairCarlyle	-87.96847103	42.07911247	9/17/21	H	2	368	4.5437149	0.094459649	0.124417487	0.462238331	5	1	treated	1	0.45	7.17	21.9	0.378	0.22	0.01
H_86	sample	12/1/21	3.39	86	combined	MayfairCarlyle	-87.96844195	42.08003452	9/17/21	H	2	69	1.3348242	0.803762997	0.047780162	0.906255158	4	1	treated	0	0.45	7.2	20.3	0.459	0.33	0.01
H_87	sample	12/1/21	4.67	87	combined	MayfairCarlyle	-87.96832385	42.08001807	9/17/21	H	2	115	1.3745598	0.772345466	0.000349989	0.968662503	3	1	treated	0	0.45	7.34	20.1	0.339	0.32	0.01
H_88	sample	12/1/21	5	88	combined	MayfairCarlyle	-87.96706973	42.079124	9/17/21	H	2	182	2.0885752	0.131538126	0.018772117	0.396965437	27	1	treated	0	0.45	7.33	20.5	0.172	0.15	0
H_89	sample	12/3/21	3.38	89	combined	MayfairCarlyle	-87.96723588	42.07917337	9/17/21	H	1	85	2.5896279	0.01019598	0.356399649	0.140111153	53	1	treated	1	0.45	7.29	21.5	0.219	0.4	0
H_90	sample	12/1/21	5.1	90	combined	MayfairCarlyle	-87.96715035	42.07909997	9/17/21	H	2	107	1.57496	0.803913101	0.026043051	0.873305873	6	1	treated	1	0.45	7.13	19.9	0.312	0.32	0.01
PCR_1	control	11/6/21	0.997	control	NA	NA	NA	NA	control	PCR	NA	NA	NA	NA	NA	NA	NA	NA	treated	NA	NA	NA	NA	NA	NA	NA
PCR_2	control	11/9/21	0.919	control	NA	NA	NA	NA	control	PCR	NA	NA	NA	NA	NA	NA	NA	NA	treated	NA	NA	NA	NA	NA	NA	NA
PCR_3	control	12/3/21	0.807	control	NA	NA	NA	NA	control	PCR	NA	NA	NA	NA	NA	NA	NA	NA	treated	NA	NA	NA	NA	NA	NA	NA
PCR_4	control	12/16/21	0.335	control	NA	NA	NA	NA	control	PCR	NA	NA	NA	NA	NA	NA	NA	NA	treated	NA	NA	NA	NA	NA	NA	NA
